Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM0195,Social Media,Electronics,Sarawak,297653,342858,,43644,0.5134,1847,0.7261,481519,1.28,5,25/1/2023,21/8/2023,3,5,Low
CAM0196,Social Media,Fashion,Sarawak,222351,285853,130946,11471,0.5292,3579,0.6073,592191,21.9217216,264,31/10/2023,17/4/2023,,1,Low
,Billboard,,Penang,,403214,475577,11074,,4825,0.5543,4893201.271,2.03,121,9/12/2023,26/6/2023,,1,Low
CAM0198,TV,Electronics,Kuala Lumpur,95603,443754,794478,48163,0.1373,,,,4.16,127,1/7/2023,5/11/2023,2,1,High
CAM0199,Billboard,Electronics,Johor,430556,121041,326679,42185,0.1357,5979,0.3446,979597,3.96,117,28/12/2023,19/7/2023,1,2,Medium
CAM0200,Billboard,Fashion,Sabah,,298730,602909,22028,0.4855,674,0.8507,447236,3.89,163,10/2/2023,9/4/2023,4,7,Medium
,TV,Groceries,Kuala Lumpur,386545,381990,837225,3847,0.0945,,0.184,716671,1.74,9,5/8/2023,29/11/2023,4,3,Low
CAM0202,Social Media,Health,Johor,197380,2744951.992,201529,13755,0.2392,8933,0.8411,202814,0.99,215,18/1/2023,12/9/2023,2,7,Medium
CAM0203,TV,Groceries,Johor,125898,,571568,9958,0.8173,8770,,958294,1.79,122,7/2/2023,19/8/2023,3,8,High
CAM0204,Social Media,Groceries,Johor,,374003,799176,47647,0.2019,6346,0.9315,507784,1.87,22,5/4/2023,6/1/2023,1,8,High
CAM0205,Social Media,Health,Johor,298972,331930,293604,1339,0.3549,815,0.6498,,4.32,51,27/11/2023,12/7/2023,4,1,Medium
CAM0206,Radio,Groceries,Sarawak,178523,70436,600838,1433,,6077,,90542,4.4,201,22/3/2023,4/5/2023,5,2,High
,TV,Electronics,Penang,192566,174832,574950,48676,5.408498904,1850,0.3542,783747,14.91152337,127,2/12/2023,3/9/2023,4,9,High
CAM0208,Radio,,Sabah,324970,320584,19544,,0.2527,105,0.0693,703930,0.93,71,3/4/2023,1/6/2023,5,4,High
CAM0209,Social Media,Fashion,Sarawak,,91855,64819,22881,0.1358,7065,0.5151,544493,2.79,230,14/12/2023,9/5/2023,3,6,High
CAM0210,Email,Groceries,Kuala Lumpur,370998,230745,437576,39695,,3815,0.3305,779981,4.83,239,25/2/2023,,3,5,Low
,Radio,Groceries,Sabah,362600,288789,,4286,0.0015,,0.3041,538392,4.37,285,8/7/2023,9/5/2023,,6,High
CAM0212,Social Media,Fashion,Penang,99692,10615,612472,33091,0.2585,964,0.7114,901043,4.29,39,6/12/2023,8/7/2023,1,4,High
CAM0213,Social Media,Automotive,Penang,130884,72270,350883,36503,0.9346,,0.9657,,1.97,355,7/12/2023,5/3/2023,1,8,High
CAM0214,Email,,Sarawak,339042,16868,,46526,,6036,0.2978,927332,4.04,30,8/6/2023,11/12/2023,4,5,Medium
CAM0215,TV,Health,Sarawak,335005,10274,437426,3624,0.8236,184,0.0708,,0.68,184,13/4/2023,15/12/2023,1,9,Medium
,Radio,Electronics,Johor,220529,277798,355837,36379,0.0118,8163,,382787,3.03,320,25/11/2023,21/7/2023,2,10,High
CAM0217,TV,Groceries,Penang,,441645,838288,48969,0.2498,2493,0.9975,,4.66,351,3/1/2023,,3,6,High
CAM0218,Radio,Electronics,Penang,491977,89878,142922,1681,0.6662,3644,0.5785,482802,2.96,,8/6/2023,4/8/2023,3,7,High
CAM0219,Radio,,Johor,382212,195712,579424,8405,0.865,6774,0.0838,538360,4.32,95,7/1/2023,4/12/2023,3,9,High
CAM0220,Social Media,Automotive,Sarawak,59183,181711,995895,31630,0.4994,2369,,432611,3.37,359,5/11/2023,25/10/2023,5,1,Low
CAM0221,Billboard,Health,Penang,47607,212084,327587,13185,0.928,9464,0.0648,77545,4.52,186,29/1/2023,4/9/2023,4,2,
CAM0222,TV,Groceries,Kuala Lumpur,386799,144962,331393,3872,0.0732,2542,0.8722,423822,0.13,207,8/5/2023,18/6/2023,,3,Low
CAM0223,Billboard,Electronics,Penang,102599,,327336,16809,0.0557,8036,0.3922,673700,0.5,,17/12/2023,2/4/2023,5,10,
CAM0224,Radio,Fashion,Johor,218123,60708,989746,34124,,6881,0.5347,268726,21.68408776,89,23/11/2023,,18.42217547,7,High
,Email,Groceries,Johor,26564,315950,269508,38522,0.4482,1484,0.8006,841402,0.88,139,30/6/2023,13/1/2023,,8,Low
CAM0226,TV,Groceries,Johor,155085,339336,,27181,0.2068,,0.925,286316,0.53,238,12/11/2023,8/7/2023,3,3,High
CAM0227,Email,Groceries,Johor,380911,,12936,43048,0.4435,8035,0.5197,,1.17,27,23/2/2023,11/10/2023,1,6,Medium
CAM0228,Billboard,Electronics,Penang,,224648,915693,41160,0.9189,6571,0.9577,,0.28,143,8/10/2023,,4,5,Low
CAM0229,Email,Electronics,Sabah,,334682,,,0.239,,0.4978,,3.71,,22/11/2023,16/11/2023,5,5,High
CAM0230,Email,Automotive,Kuala Lumpur,31622,16610,199366,44871,0.1316,3088,0.1684,503224,1.9,293,5/7/2023,27/5/2023,3,10,
,,Groceries,Sarawak,,432051,174795,37010,0.4832,7953,0.0054,620901,0.78,364,14/10/2023,21/11/2023,3,,Low
CAM0232,Social Media,Automotive,Sarawak,442504,124252,337827,19794,0.4357,4267,,102544,4.48,87,16/3/2023,21/5/2023,4,10,High
CAM0233,,Electronics,Sarawak,341254,372906,986105,4728,0.5387,13206.9443,0.6435,359052,4.06,88,5/9/2023,3/4/2023,3,8,High
,TV,Groceries,Kuala Lumpur,218816,170539,195407,,0.5313,56,0.0751,512616,3.24,167,3/12/2023,19/6/2023,27.63326321,7,High
CAM0235,,Groceries,Johor,275393,322206,695863,,0.1366,3118,0.1167,599351,0.88,138,27/5/2023,17/8/2023,2,5,Low
CAM0236,Social Media,Automotive,Kuala Lumpur,78508,313346,448197,39578,,4063,,7919,4.49,130,,21/7/2023,2,8,Low
CAM0237,TV,Fashion,Kuala Lumpur,316697,,764661,49419,0.4144,3952,,,4.83,221,24/2/2023,,5,4,High
CAM0238,Social Media,Groceries,Penang,383832,420696,,42779,0.8656,671,0.3115,844671,1.82,243,20/2/2023,15/11/2023,2,1,Low
CAM0239,Billboard,Automotive,,195097,239307,47714,1712,0.1369,8172,,916377,,284,15/7/2023,30/4/2023,1,2,High
,TV,Health,Johor,264408,263165,54262,37875,0.367,3030,0.6595,843079,1.9,106,,29/7/2023,5,10,Low
CAM0241,News,Health,Malacca,,3020470,9537700,26384,0.9684,8502,4.174334175,1137350,,240,6/5/2023,8/6/2023,4,3,High
CAM0242,Billboard,Health,Johor,337567,348545,668824,27639,0.6129,6187,0.7072,954415,27.38729989,175,21/4/2023,15/5/2023,5,2,Low
CAM0243,TV,Automotive,Kuala Lumpur,265917,262505,533884,21070,0.2388,25996.16764,0.513,,3.75,244,7/10/2023,6/5/2023,5,7,High
CAM0244,Billboard,Electronics,Johor,477283,74267,592769,24963,,7259,0.0277,976252,3.2,72,8/6/2023,6/12/2023,,3,Medium
CAM0245,Social Media,Automotive,Kuala Lumpur,105074,134271,15190,7054,0.5814,3061,0.9207,713467,3.71,119,10/11/2023,7/7/2023,,1,High
CAM0246,Radio,Health,Kuala Lumpur,367570,387127,48033,1940,0.4814,5723,0.1936,386913,3.98,313,29/12/2023,1/3/2023,4,9,Low
CAM0247,Radio,Fashion,Johor,245996,363658,274793,13257,,1864,0.6377,983261,2.89,329,22/8/2023,2/1/2023,5,,Medium
CAM0248,Billboard,Fashion,Johor,393706,240842,277127,35411,0.3969,5288,0.7436,792608,3.28,291,10/3/2023,29/3/2023,5,4,High
CAM0249,Social Media,Automotive,Malacca,,126483,181142,27627,0.9651,1247,,4371017.77,0.71,57,16/6/2023,25/11/2023,3,1,High
CAM0250,Social Media,Fashion,Penang,227130,58542,443378,73813.59415,0.3675,8641,0.3023,739004,1.55,6,11/12/2023,31/12/2023,1,5,Low
CAM0251,Email,Electronics,Sarawak,381434,364951,886366,15671,0.7567,4056,0.5676,360752,1.56,130,22/12/2023,30/3/2023,5,4,Low
CAM0252,Social Media,Electronics,Sarawak,271353,,596022,36456,0.1515,3152,0.9543,435615,1.31,314,3/8/2023,7/10/2023,,9,High
CAM0253,Radio,Fashion,,96568,358034,111754,41881,0.512,8055,0.2619,,1.27,334,28/11/2023,17/2/2023,3,9,High
CAM0254,Email,Health,Penang,277463,269294,416606,31884,0.2071,5143,0.1667,126999,3.16,27,19/4/2023,26/1/2023,2,,Low
CAM0255,TV,Electronics,Johor,21827,138808,375346,25183,0.9699,2051,0.9369,171071,1.88,28,22/10/2023,28/4/2023,4,10,Low
CAM0256,Email,Groceries,Johor,89155,270944,819598,32046,0.0654,5241,0.4732,,4.01,194,7/5/2023,15/6/2023,2,7,Low
CAM0257,Social Media,Health,Penang,76748,15409,530249,14521,0.7007,2321,0.6193,821201,1.88,47,8/1/2023,11/11/2023,2,9,High
CAM0258,TV,Fashion,Penang,307624,196358,605802,49631,0.9638,6358,0.2739,437845,3.01,,17/2/2023,28/9/2023,1,6,Low
CAM0259,Radio,Groceries,Kuala Lumpur,236627,57199,43728,20017,0.9464,7210,0.8438,25515,4.49,306,16/6/2023,6/8/2023,3,9,Low
CAM0260,Email,Electronics,Penang,407450,,141738,26109,0.7694,2007,0.991,178283,2.39,191,13/10/2023,6/3/2023,4,10,High
CAM0261,Social Media,Automotive,Sarawak,309035,1290418.831,804241,1870,0.935,4347,0.5359,629594,,210,12/2/2023,13/3/2023,5,5,High
CAM0262,TV,Health,Kuala Lumpur,452468,251025,2164812.35,12382,0.2856,3493,0.9874,827048,2.47,228,12/1/2023,10/8/2023,3,2,High
CAM0263,TV,Groceries,Kuala Lumpur,277094,447048,252388,19774,0.8317,9964,0.4852,897161,2.48,22,10/1/2023,29/7/2023,5,1,High
CAM0264,TV,Electronics,Kuala Lumpur,166736,328767,237801,6240,0.4072,7757,,686840,4.01,,1/9/2023,21/8/2023,2,4,Low
CAM0265,Billboard,Groceries,Sarawak,425535,260509,914029,22159,0.3447,9787,0.795,540176,0.59,819.3569661,19/8/2023,16/2/2023,4,4,High
CAM0266,Radio,Fashion,Sarawak,325689,338468,840718,10688,0.8722,2078,0.499,,2.91,32,29/4/2023,16/3/2023,5,3,Low
CAM0267,TV,Fashion,Johor,,101312,809381,41305,0.6444,3827,0.7233,174606,3.03,39,26/7/2023,14/10/2023,3,7,Low
CAM0268,Radio,Fashion,Sarawak,174778,309146,294894,23191,0.9523,6758,0.3447,705653,0.84,232,16/11/2023,22/2/2023,,4,High
CAM0269,Social Media,Groceries,Penang,106458,80557,746863,6281,0.0738,39,0.1633,69835,4.63,136,27/12/2023,6/9/2023,4,2,High
,TV,Groceries,Sarawak,439719,331820,709583,42652,0.4829,5239,,720540,1.61,328,3/11/2023,6/3/2023,5,2,High
CAM0271,Billboard,Groceries,Sabah,135617,222813,639041,40581,0.5897,1508,0.211537205,360262,0.1,358,4/4/2023,22/7/2023,5,3,Medium
CAM0272,Email,Groceries,Johor,273136,417736,916515,40126,0.9725,2552,0.8033,745836,0.68,287,20/12/2023,28/2/2023,4,5,Medium
CAM0273,Email,Electronics,Johor,365280,111467,47146,36645,0.4132,1453,0.0174,819436,2.71,166,9/5/2023,23/1/2023,1,7,
CAM0274,Social Media,Groceries,Johor,2725643.696,140236,571171,8504,0.5951,1921,0.2678,691091,,31,30/11/2023,7/4/2023,2,4,Medium
CAM0275,Billboard,Groceries,Kuala Lumpur,204960,323396,962330,29987,0.0967,6251,0.6577,260983,1.83,119,,6/12/2023,4,,Medium
CAM0276,Email,Health,Kuala Lumpur,197005,179702,693759,36734,0.795480104,8621,,457928,4.41,150,,24/10/2023,9.211087736,3,Low
CAM0277,Radio,Automotive,Johor,317158,10518,141619,2275,0.3458,2650,0.6736,411967,,272,1/9/2023,18/12/2023,4,7,High
CAM0278,TV,Groceries,Sabah,326767,,785921,2263,,2629,0.0573,292238,4.77,168,15/4/2023,24/7/2023,2,4,Low
CAM0279,,Groceries,Penang,429285,195493,201676,9683,0.6754,9338,0.4819,19987,2.54,174,18/6/2023,22/5/2023,5,7,High
CAM0280,Radio,Automotive,,,136007,571710,36251,0.7605,2410,0.3858,36834,2.78,316,7/12/2023,11/10/2023,1,4,Medium
CAM0281,TV,Electronics,Johor,438984,91844,491952,9217,0.5321,3428,0.431,723853,1.83,15,17/8/2023,24/6/2023,3,,Medium
CAM0282,Social Media,Automotive,Penang,,148758,643659,3916,0.4519,,,299556,1.93,358,,1/6/2023,4,3,Low
CAM0283,Billboard,Health,Johor,188233,340450,,4952,0.0335,201,0.7878,728439,2.6,329,10/12/2023,31/5/2023,3,7,Low
CAM0284,Social Media,Electronics,Kuala Lumpur,411380,172524,839154,31554,0.0017,8668,0.4847,47874,0.14,176,21/7/2023,2/7/2023,,1,Medium
CAM0285,Radio,Fashion,Johor,461430,395846,443847,40981,0.0152,4989,0.4132,157723,1.1,17,3/7/2023,1/6/2023,2,9,High
CAM0286,Email,Fashion,Kuala Lumpur,70957,98272,68403,37776,0.0687,7105,0.6176,431218,3.95,304,,29/8/2023,2,6,High
CAM0287,Radio,Electronics,Kuala Lumpur,235184,402235,156310,12946,0.5126,1148,0.5321,15501,4.52,26,21/5/2023,21/1/2023,2,9,Low
CAM0288,Radio,Electronics,Kuala Lumpur,424993,293907,805176,5283,0.757,4814,0.4332,41836,4.58,30,17/2/2023,30/12/2023,1,9,High
CAM0289,Email,Health,Kuala Lumpur,180762,115907,561576,8611,0.5403,6110,,731360,2.91,248,22/9/2023,3/7/2023,5,1,Medium
CAM0290,Email,Electronics,Sarawak,344729,42736,635755,2924,0.5124,2429,,674863,,89,31/12/2023,30/9/2023,,2,Medium
CAM0291,Radio,Electronics,Johor,466260,274971,935149,4198,0.7513,275,0.6254,544962,4.57,245,30/11/2023,28/12/2023,5,8,Medium
CAM0292,Email,Electronics,Sarawak,113228,148447,,35925,0.7128,4449,0.8104,80034,3.74,22,5/10/2023,10/6/2023,2,2,Low
CAM0293,Billboard,Groceries,Penang,365590,300512,1829965.095,94830.56489,0.8211,851,0.0343,186121,1.28,70,13/1/2023,18/9/2023,3,,Low
CAM0294,TV,Health,Penang,105452,441396,12617,12554,,2859,0.8959,558763,,225,8/5/2023,12/4/2023,4,4,Medium
CAM0295,Billboard,Health,Sarawak,,132647,759795,12768,0.1131,3884,,289147,2.28,274,8/10/2023,,3,9,Low
CAM0296,Email,Electronics,Johor,,313366,989681,,0.2469,674,0.9812,549972,4.92,210,12/1/2023,26/1/2023,3,3,High
CAM0297,Radio,Automotive,Sabah,,358002,911968,411,0.5562,1624,0.7987,449287,3.48,230,17/2/2023,1/3/2023,3,7,High
CAM0298,Email,Health,Johor,,377610,378667,,0.3247,594,2.724747645,505996,,8,8/5/2023,22/5/2023,5,,High
CAM0299,Billboard,Electronics,,327896,267478,,27619,,5182,0.4472,302058,2.87,8,25/3/2023,7/2/2023,2,6,Low
CAM0300,Email,Fashion,Penang,478834,275385,770490,42147,0.7003,11090.49144,0.7456,94172,2.96,276,7/9/2023,20/1/2023,1,1,Medium
CAM0301,,Health,Kuala Lumpur,194497,21906,710355,19916,0.6383,4375,0.5905,839932,1.92,,1/10/2023,30/9/2023,3,8,Medium
CAM0302,TV,Health,Sarawak,371953,343896,689021,6460,0.6679,5091,0.6649,443653,4.39,157,27/7/2023,29/4/2023,3,4,High
CAM0303,TV,Electronics,Kuala Lumpur,209452,427625,250263,1568,0.138,2118,0.3665,459989,,182,,19/10/2023,3,2,Medium
,Billboard,Health,Sabah,10400,,3152,15582,0.3175,,0.8212,746744,0.32,94,18/1/2023,15/4/2023,1,9,Low
CAM0305,TV,Health,Sarawak,285920,,932212,34447,0.6164,1653,0.039,502274,,253,28/9/2023,11/2/2023,1,10,High
CAM0306,Billboard,Groceries,Sabah,308297,250855,195353,7879,0.618,8389,0.7705,855520,3.16,55,,6/3/2023,3,5,Medium
CAM0307,Billboard,Health,Sabah,326876,310320,7422473.41,44460,0.0952,6798,0.4531,692556,1.54,363,12/8/2023,13/8/2023,,3,High
CAM0308,Email,Electronics,Sabah,288781,211752,145965,43809,0.7279,3044,0.7999,7574800.156,0.13,84,13/5/2023,24/11/2023,4,7,Medium
CAM0309,TV,Automotive,Penang,239973,316278,908631,47000,0.5416,9675,0.9204,402583,,131,16/6/2023,28/10/2023,5,3,Low
CAM0310,Social Media,Health,Penang,396034,268440,635715,12937,2.672659989,,0.2942,895482,,235,20/4/2023,20/1/2023,5,,Low
CAM0311,Social Media,Electronics,Kuala Lumpur,365995,363666,835225,,0.8524,7284,0.8498,350641,,,18/3/2023,15/12/2023,4,2,Low
CAM0312,Social Media,Health,Kuala Lumpur,444641,,,,0.0638,7701,0.4841,213461,3.87,174,9/6/2023,13/12/2023,5,6,Low
CAM0313,Billboard,Health,Sarawak,121294,361544,652070,49557,0.679,9313,0.9664,,1.46,255,20/8/2023,,4,5,High
CAM0314,Email,Health,Johor,245029,261786,859144,49358,,3806,0.0269,524383,3.55,123,30/1/2023,19/9/2023,3,3,High
CAM0315,Email,Electronics,Kuala Lumpur,,76200,803199,40846,0.2044,,0.3824,,,150,25/7/2023,29/3/2023,,8,High
CAM0316,Email,,Kuala Lumpur,231006,88533,956937,2336,0.8306,7677,0.5287,680825,3.18,220,25/4/2023,7/6/2023,3,9,Low
CAM0317,TV,Health,Kuala Lumpur,17475,446594,255372,4310,0.2755,1172,0.4041,888207,,180,16/1/2023,,1,9,Medium
CAM0318,Billboard,Fashion,Penang,294832,290072,,25493,0.2719,5326,0.6664,188956,4.35,252,30/3/2023,7/11/2023,5,6,High
CAM0319,TV,Health,Johor,26914,,624221,26771,0.3811,1634,0.2278,101254,2.02,131,10/9/2023,18/9/2023,3,10,High
CAM0320,TV,Health,Penang,70213,354360,512984,15715,,1355,,870637,,351,26/4/2023,4/3/2023,4,4,Medium
CAM0321,Email,Fashion,Sabah,497607,110343,333220,32325,0.8561,6357,0.7477,7809898.143,0.03,363,30/8/2023,21/4/2023,,10,High
CAM0322,Radio,Electronics,Penang,443319,,381570,26351,0.6923,7898,0.3942,902879,0.4,226,22/2/2023,9/6/2023,5,2,High
CAM0323,Radio,Health,Sabah,228692,270420,567126,,0.2999,7852,0.2637,865887,4.31,313,10/5/2023,14/7/2023,3,3,Low
CAM0324,Billboard,Fashion,Sarawak,192170,97133,631557,47628,,1957,0.7531,285634,2.67,19,14/7/2023,,5,2,Low
CAM0325,TV,Electronics,,422717,279565,271346,13306,0.7797,585,0.0537,395911,1.64,245,16/9/2023,17/12/2023,18.42217547,9,Medium
CAM0326,Radio,Automotive,Johor,173834,135891,739937,25690,0.4604,5707,0.1225,967074,2.93,125,7/10/2023,8/8/2023,3,10,Medium
CAM0327,Social Media,Groceries,Penang,352223,89591,169140,40216,0.535,1316,,945104,12.3569596,274,24/9/2023,,2,6,Low
CAM0328,Email,Groceries,Sarawak,323795,264995,367562,12255,0.4832,9053,0.4856,660036,4.82,115,3/10/2023,19/12/2023,4,1,High
CAM0329,Radio,Health,Johor,316686,33802,5070609.641,16221,0.3975,2039,,989109,1.37,272,28/9/2023,15/10/2023,4,10,Medium
CAM0330,Social Media,Electronics,Penang,171706,157482,941735,36851,0.4111,7909,0.4993,970158,0.13,38,22/8/2023,18/10/2023,4,5,Medium
CAM0331,TV,Fashion,Sarawak,371832,324176,369986,45308,0.3062,503,0.2627,893551,0.07,281,7/11/2023,10/7/2023,3,,Low
CAM0332,TV,Electronics,Johor,327042,181701,148724,,0.5525,5827,0.3415,657517,3.88,336,28/11/2023,23/1/2023,1,,High
CAM0333,Social Media,Groceries,Penang,347580,,740427,23914,0.0217,2782,0.7226,88052,3.08,113,12/3/2023,18/1/2023,1,,Medium
CAM0334,Social Media,Fashion,Kuala Lumpur,,396540,999186,26336,0.3254,7127,0.2098,618971,4.3,467.4536537,12/1/2023,20/1/2023,5,,Medium
CAM0335,Radio,Automotive,Sabah,243381,168775,867547,1699,0.2827,1220,0.9454,437687,2.86,362,30/7/2023,11/5/2023,1,8,Low
CAM0336,Billboard,Electronics,,455233,29315,773383,49331,0.8639,5889,0.9142,44012,1.61,84,16/12/2023,3/1/2023,1,10,
CAM0337,Billboard,Fashion,Sarawak,79393,328209,711721,,0.2602,4802,0.9688,304851,2.64,172,25/6/2023,,2,3,High
CAM0338,Billboard,Health,Johor,62956,45722,587628,,,2852,0.4362,628733,2.75,,23/2/2023,17/10/2023,4,2,Low
CAM0339,News,Fashion,Kuala Lumpur,41756100,4309670,6590660,29435,0.6558,1063,0.457,7616400,1.18,60,26/1/2023,13/12/2023,3,1,High
CAM0340,TV,Groceries,Johor,17450,288123,,7889,0.8231,5030,0.3471,596794,0.46,308,25/10/2023,9/12/2023,5,1,High
,Email,Electronics,Sabah,228712,308872,632796,4525,0.9253,2831,0.8201,849154,0.7,,1/2/2023,12/7/2023,2,7,High
CAM0342,Radio,Fashion,Johor,265832,,679252,31938,0.8201,53266.3842,0.8708,481451,3.51,271,,9/5/2023,3,6,Low
CAM0343,Billboard,Electronics,Sarawak,495348,287142,433994,7277,0.6542,55,0.456,346080,2.85,357,7/7/2023,14/9/2023,1,,Medium
CAM0344,TV,Health,Penang,211560,341559,821845,,0.0175,5928,0.4454,,4.8,101,,8/7/2023,2,7,High
CAM0345,Email,Health,Penang,416934,215473,731052,55186.07097,0.4569,6474,0.6419,193686,1.42,86,11/3/2023,26/6/2023,3,5,High
,Radio,Fashion,Johor,57208,,54919,17389,0.0561,1363,0.7872,782443,,,28/1/2023,21/11/2023,4,4,Medium
CAM0347,Social Media,Automotive,Sarawak,233787,,964406,4603,0.1856,7531,0.1656,356608,0.83,69,8/1/2023,2/9/2023,3,1,
CAM0348,Email,Electronics,Kuala Lumpur,461214,93028,779674,43482,0.5168,,0.1684,881125,3.41,,10/6/2023,5/8/2023,4,5,Low
CAM0349,Radio,,Penang,365683,2885614.657,761843,161414.8092,0.2508,2617,0.7145,31199,0.32,619.7700128,6/2/2023,14/3/2023,2,10,Medium
CAM0350,Email,Electronics,Penang,360210,179083,934855,42193,0.3972,8991,0.7339,355497,,286,9/10/2023,21/4/2023,3,4,Medium
CAM0351,,Electronics,Johor,475599,,485455,44484,0.2843,2558,0.6557,,4.68,241,25/12/2023,22/8/2023,4,9,High
CAM0352,Email,Health,Penang,22894,5815,,,0.7377,4613,0.6963,364111,2.17,47,4/11/2023,27/4/2023,4,2,High
CAM0353,Radio,Electronics,Johor,85954,31276,790912,42522,0.4737,7257,0.3158,121188,1.76,289,24/8/2023,27/3/2023,1,6,High
CAM0354,Radio,Automotive,Johor,231748,361532,388795,33391,0.1486,8653,2.456058284,354874,3.68,298,12/8/2023,3/7/2023,5,9,Medium
CAM0355,Billboard,Groceries,Johor,49401,309345,883943,10586,0.2847,2860,0.4529,949435,4.98,89,6/2/2023,23/2/2023,4,8,
CAM0356,Email,Electronics,Sabah,457829,347519,613689,44024,0.484,8005,5.394569841,388855,1.35,273,25/12/2023,16/12/2023,2,10,Medium
CAM0357,TV,,Kuala Lumpur,493886,299951,434445,12121,0.0627,866,0.2603,666746,0.63,116,14/1/2023,23/12/2023,,53.34896962,High
CAM0358,,Electronics,Sarawak,63921,348171,676765,,2.741582453,7779,0.3289,723371,2.96,241,15/4/2023,10/3/2023,4,5,Medium
CAM0359,Email,Groceries,Kuala Lumpur,188143,123960,814766,2506,0.0503,4413,0.6645,435400,2.77,305,28/9/2023,25/4/2023,,4,High
CAM0360,Social Media,Health,Sarawak,349999,169371,513913,3296,0.2584,5599,0.6784,948870,1.83,192,1/2/2023,14/9/2023,3,7,Medium
CAM0361,Social Media,Groceries,Johor,252420,409892,351670,34957,0.9863,1475,0.5569,,1.08,50,18/4/2023,17/11/2023,4,8,
CAM0362,Social Media,Fashion,Kuala Lumpur,362172,139672,855040,36938,0.9606,7379,0.4385,109531,2.43,355,26/7/2023,14/8/2023,3,3,
CAM0363,Billboard,Fashion,Penang,310707,292687,,221135.7466,0.565,1213,0.3367,79016,0.25,7,7/1/2023,29/6/2023,4,9,
CAM0364,Social Media,Groceries,Sabah,174057,345866,129466,1474,0.2704,4499,0.9565,514281,2.79,19,1/5/2023,,2,10,High
CAM0365,Social Media,Electronics,Johor,241853,177175,55694,27964,0.6877,5153,0.9737,404868,26.13972224,186,29/12/2023,5/9/2023,2,5,Low
CAM0366,Social Media,Groceries,Sarawak,86114,251318,324749,10650.83544,0.9697,8516,0.7758,423411,,152,3/3/2023,7/2/2023,5,6,
CAM0367,Email,Groceries,Penang,274352,419023,883288,31241,,4240,0.3698,798847,4.79,157,4/11/2023,14/3/2023,2,10,Low
CAM0368,TV,Electronics,Penang,116412,86177,775657,14703,0.2827,7326,0.7056,484196,3.39,158,2/11/2023,23/4/2023,4,9,Low
CAM0369,,Fashion,Kuala Lumpur,29033,193990,959148,46587,0.4272,9187,0.6441,890715,0.19,352,2/1/2023,,2,7,
CAM0370,Billboard,Fashion,Sarawak,81591,,76430,,0.6477,5216,0.4934,693286,2.93,,22/4/2023,25/4/2023,9.211087736,5,High
CAM0371,Billboard,Groceries,Sarawak,256093,36063,957834,3641,,6104,0.7248,447989,3.32,173,26/3/2023,6/2/2023,1,,Low
,Billboard,Electronics,Sabah,493713,2559430.211,241742,14529,0.1815,822,0.9209,56986,4.24,,11/8/2023,19/3/2023,,2,High
CAM0373,Radio,Automotive,Kuala Lumpur,1775478.388,350568,482862,15599,0.8244,2253,0.1841,949769,1.72,212,28/5/2023,30/6/2023,2,5,Low
CAM0374,Radio,Health,Sabah,,415881,391130,30167,0.7662,8849,0.63,722133,,258,6/1/2023,2/9/2023,2,8,Medium
CAM0375,TV,Groceries,Sarawak,,187320,475969,,0.4536,7444,0.0589,12359,0.96,231,9/12/2023,8/7/2023,2,6,Low
CAM0376,Email,Health,Sarawak,426524,,800382,234394.6386,0.2773,,0.7039,501188,4.76,318,3/6/2023,7/11/2023,5,4,High
CAM0377,TV,Electronics,Sabah,139471,257591,596775,6925,,2601,0.9437,250396,2.78,291,19/4/2023,20/9/2023,,7,Low
CAM0378,Email,Electronics,Kuala Lumpur,389966,473935.6091,713244,2853,0.1651,6653,0.6239,210656,4.48,106,4/3/2023,14/2/2023,5,1,
CAM0379,Radio,Groceries,Kuala Lumpur,306533,167696,566591,10075,,2117,0.1463,797092,,178,25/10/2023,10/7/2023,4,71.1319595,Medium
CAM0380,Social Media,Electronics,Kuala Lumpur,37356,,326310,3860,,5458,0.5064,718473,1.61,,25/11/2023,3/9/2023,3,3,Low
CAM0381,Email,Groceries,Penang,392593,60788,713357,9413,0.9605,9826,0.6256,447205,2.02,160,16/3/2023,21/4/2023,3,8,High
CAM0382,Billboard,Fashion,Sarawak,358689,329915,5404212.506,19269,0.7395,9833,0.5997,69579,0.35,66,31/7/2023,9/4/2023,1,9,High
CAM0383,Radio,Health,Johor,226718,226128,446403,45625,0.9145,,0.7871,85511,4.48,320,9/7/2023,24/8/2023,3,5,Medium
